Route_No,DEVICE_ID,vehicle_no,schedule_name,SIM_NUMBER
288D,150810111,KA01FA0333,288D/3-Week Days,9967556975
298MC,150813462,KA01FA0665,298MC/1-All Days,9967557454
283,150813116,KA01FA0730,283/1-All Days,9967556386
285MA,150813304,KA01FA0897,285MA/11-All Days,9967554498
2,150813343,KA01FA1503,2/9-All Days,9967461342
285MA,150813358,KA01FA1944,285MA/9-All Days,9967550167
G-9,150813600,KA01FA2176,G-9/10-All Days,9967460515
286A,150814076,KA53F0014,286A/2-Week Days,9967556533
287H,150814186,KA53F0036,287H/1-All Days,9967557785
401,150810628,KA53F0143,401/12-All Days,9967463047
415H,150810540,KA53F0149,415H/1-All Days,9967550253
285X,150814576,KA53F0224,285X/1-All Days,9967554997
500Y,150811327,KA01F4882,500Y/6-All Days,9967550252
401B,150813993,KA01F4956,401B/4-All Days,9967463889
285MG,150814713,KA50F0098,285MG/1-All Days,9967460518
286E,150813479,KA01FA0103,286E/1-All Days,9967461862
285E,150812443,KA01FA0215,285E/1-All Days,9967556426
285RB,150813542,KA01FA0261,285RB/1-All Days,9967556303
280A,150813777,KA01FA0303,280A/1-All Days,9967556530
298MK,150814774,KA01FA0511,298MK/1-All Days,9967557052
285JC,150814146,KA01FA0601,285JC/1-All Days,9967464383
285F,150812454,KA01FA0736,285F/1-All Days,9967557303
287C,150811563,KA01FA0793,287C/1-All Days,9967462676
280E,150813536,KA01FA0814,280E/1-All Days,9967556865
285D,150813835,KA01FA0877,285D/1-All Days,9967557724
298E,150812900,KA01FA0950,298E/1-All Days,9967549520
298C,150812840,KA01FA0958,298C/1-All Days,9967556395
285MA,150813189,KA01FA0995,285MA/10-All Days,9967557582
298Y,150813422,KA01FA1242,298Y/1-All Days,9967464508
298MG,150813547,KA01FA1265,298MG/1-All Days,9967461381
285M,150813985,KA01FA1631,285M/9-All Days,9967460893
290E,150810557,KA01FA1715,290E/10-All Days,9967549523
285M,150810355,KA01FA1919,285M/11-All Days,9967461802
285MA,150814776,KA01FA1977,285MA/6-All Days,9967556021
401B,150813367,KA01FA1778,401B/1-Holiday,9967554941
401R,150813664,KA53F0141,401R/9-All Days,9967554971
Trumpet-1,150810370,KA53F0147,Trumpet-1/2-All Days,9967557670
501C,150812455,KA01F4539,501C/6-All Days,9967461965
500AA,150813997,KA57F0373,500AA/6-Holiday,9967556458
415H,150814762,KA57F0812,415H/2-All Days,9967463087
279E,150813936,KA57F1268,279E/1-Holiday,9967463069
298MH,150811578,KA57F1333,298MH/1-All Days,9967462610
341C,150811524,KA01FA1222,341C/2-All Days,9967496983
349K,150810807,KA01FA1667,349K/1-All Days,9967473381
361-C,150814177,KA01FA1355,361-C/12-All Days,9967496609
500L,150814373,KA57F1093,500L/7-All Days,9967498670
342F,150814401,KA01FA1620,342F/5-All Days,9967486406
349C,150812960,KA01FA1559,349C/1-All Days,9967489418
361C,150814484,KA53F0093,361C/14-All Days,9967496648
KBS-3A,150814406,KA57F1240,KBS-3A/19-All Days,9967497006
BC-3A,150814485,KA01FA1985,BC-3A/6-All Days,9967485451
349J,150814583,KA01FA1866,349J/1-All Days,9967485669
356M,150813679,KA53F0271,356M/12-All Days,9967489141
BC-3A,150814007,KA57F1003,BC-3A/4-All Days,9967488662
600C,150813736,KA57F1004,600C/7-All Days,9967499765
360,150811515,KA01F2732,360/1-All Days,9967488639
600C,150812420,KA01F3611,600C/5-All Days,9967489081
349D,150810448,KA01FA1354,349D/1-All Days,9967488719
360,150811548,KA01F3374,360/11-All Days,9967485768
600,150811228,KA01FA1210,600/3-All Days,9967485864
346V,150813711,KA01FA1410,346V/1-All Days,9967497592
350G,150814696,KA53F0275,350G/1-All Days,9967489177
600CH,150811215,KA53F0080,600CH/1-All Days,9967488322
600,150814010,KA01FA1520,600/4-All Days,9967488278
356CW,150813511,KA57F0945,356CW/11-All Days,9967553950
347B,150814746,KA01F3350,347B/1-All Days,9967497083
342H,150813548,KA01FA0217,342H/5-All Days,9967485463
349L,150812457,KA01FA1989,349L/1-All Days,9967488730
346H,150810529,KA01FA1262,346H/2-All Days,9967496419
500F,150814006,KA01FA1864,500F/19-Week Days,9967473307
500L,150814618,KA57F1036,500L/6-All Days,9967553412
342H,150814731,KA01F3218,342H/7-All Days,9967552718
500L,150810457,KA57F1021,500L/5-All Days,9967552496
KBS-3A,150814208,KA57F1246,KBS-3A/38-All Days,9967553543
356CW,150814233,KA57F0944,356CW/12-All Days,9967553898
342 SH,150813117,KA01FA1264,342 SH/2-All Days,9967554018
342JB,150812407,KA53F0290,342JB/1-All Days,9967553809
347,150813450,KA01FA0185,347/2-All Days,9967465496
342R,150811595,KA01FA0942,342R/1-All Days,9967485898
342H,150812819,KA57F0946,342H/1-All Days,9967486087
342K,150813980,KA01FA0548,342K/2-All Days,9967489212
342-N,150813356,KA01FA1500,342-N/1-All Days,9967498397
349E,150813996,KA01FA1255,349E/1-All Days,9967489313
500F,150814775,KA01FA2081,500F/20-Holiday,9967488710
KBS-3A,150813308,KA57F1243,KBS-3A/14-All Days,9967553466
360E,150814792,KA53F0085,360E/1-All Days,9967473296
600F,150813575,KA57F1134,600F/2-All Days,9967552945
342A,150814004,KA01FA1313,342A/3-All Days,9967554033
242,150811507,KA01FA2235,242/2-All Days,9967543604
96G,150812891,KA57F0913,96G/1-All Days,9967543146
401K,150811440,KA57F0738,401K/20-All Days,9967545529
252H,150813376,KA01FA1659,252H/4-All Days,9967543149
242TE,150813307,KA01FA2234,242TE/1-All Days,9967542926
242RA,150810677,KA01F4645,242RA/1-All Days,9967548346
502V,150811159,KA01FA1553,502V/5-Holiday,9967547607
96A,150811016,KA01FA0148,96A/4-All Days,9967543405
401K,150814261,KA01F4656,401K/35-Week Days,9967543842
238C,150811130,KA01F8731,238C/3-Week Days,9967542913
335M,150810514,KA57F0174,335M/1-All Days,9967548281
242,150811614,KA01F8828,242/4-Week Days,9967547603
248N,150813039,KA01F4947,248N/1-Week Days,9967547798
335G,150813544,KA57F0735,335G/1-All Days,9967547975
89E,150810544,KA01F3873,89E/1-All Days,9967543977
242G,150813747,KA01F4639,242G/1-Holiday,9967547987
89E,150814071,KA01F3568,89E/9-Week Days,9967548712
243D,150810424,KA01F3701,243D/4-All Days,9967543137
242B,150811645,KA01F4338,242B/1-All Days,9967547356
227L,150810876,KA01FA0439,227L/1-All Days,9967459760
225,150222262,KA53F0051,225/2-Week Days,9987899639
PK-141,150220157,KA57F0363,PK-141/4-Holiday,9987899669
285MA,150222243,KA57F0118,285MA/1-All Days,9987899564
36B,150221797,KA01FA0549,36B/3-Holiday,9987898467
G-3,150219159,KA01F4671,G-3/1-All Days,9987898462
114D,150218654,KA01F4760,114D/2-All Days,9987898838
362J,150220989,KA01FA1689,362J/1-All Days,9987891417
303G,150814661,KA01F3474,303G/2-All Days,9967549738
300E,150813622,KA01F3714,300E/12-All Days,9967549776
285MF,150814246,KA53F0223,285MF/3-All Days,9967556240
290E,150814183,KA53F0222,290E/28-All Days,9967463824
291D,150813484,KA01FA0095,291D/5-All Days,9967550385
401AE,150811508,KA01FA0642,401AE/1-All Days,9967550148
285M,150811256,KA01FA0988,285M/7-All Days,9967550081
285M,150812901,KA01FA2033,285M/4-Holiday,9967556658
402G,150811237,KA01F8691,402G/4-All Days,9967556573
285C,150814013,KA01FA0314,285C/1-All Days,9967550191
298MS,150813594,KA01F4441,298MS/1-All Days,9967462876
285JB,150813881,KA01FA0677,285JB/1-All Days,9967467543
258,150810517,KA50F0022,258/3-All Days,9967556219
285MA,150810577,KA01FA1991,285MA/12-All Days,9967467378
290E,150814570,KA01F8831,290E/22-All Days,9967550382
500BC,150220574,KA01F8737,500BC/1-All Days,9967512771
298M,150814687,KA01FA0591,298M/15-All Days,9967462902
401Q,150810440,KA01FA1996,401Q/3-Holiday,9967464591
285Y,150810830,KA01FA0666,285Y/1-All Days,9967556645
401A,150810576,KA01FA0729,401A/11-All Days,9967557783
402C,150813845,KA01FA0731,402C/1-All Days,9967554644
238U,150810503,KA01F9495,238U/5-All Days,9967547626
241B,150812809,KA01F3751,241B/1-All Days,9967548311
238U,150812855,KA01F3199,238U/7-All Days,9967543557
238W,150813754,KA01FA1512,238W/1-All Days,9967548409
BC-6,150810358,KA01FA1905,BC-6/2-All Days,9967547827
238U,150811393,KA01F9494,238U/6-Week Days,9967547793
80B,150813048,KA01F3126,80B/2-All Days,9967547232
242FA,150814332,KA01F3677,242FA/1-All Days,9967548576
248F,150811264,KA01F3665,248F/1-All Days,9967548009
234,150811482,KA01F4401,234/2-All Days,9967548425
241H,150813908,KA01F4682,241H/1-All Days,9967543791
96G,150811536,KA01F3716,96G/18-All Days,9967544327
365P,150810100,KA53F0267,365P/14-All Days,9967501809
333E,150218404,KA57F0020,333E/13-All Days,9987891053
244H,150812541,KA01F8714,244H/1-All Days,9967548337
65B,150811217,KA01F8945,65B/2-All Days,9967543268
79G,150814182,KA01F3732,79G/1-Week Days,9967548189
96H,150810977,KA01F3746,96H/2-All Days,9967543852
68,150810691,KA50F0190,68/1-All Days,9967547554
180,150811431,KA50F0178,180/1-All Days,9967547394
248N,150810690,KA01FA1275,248N/2-All Days,9967543148
243H,150812471,KA50F0073,243H/1-All Days,9967547198
248BA,150814592,KA01FA1945,248BA/4-Week Days,9967548158
366C,150812075,KA01F3631,366C/1-All Days,9967541966
365,150811102,KA01FA0898,365/11-All Days,9967545064
365N,150810248,KA01FA0884,365N/1-All Days,9967545076
366Z,150811604,KA01FA1708,366Z/3-All Days,9967545282
378A,150811279,KA01FA0567,378A/2-All Days,9967544534
365B,150812582,KA01F4592,365B/1-All Days,9967545461
366L,150812610,KA01FA0409,366L/1-All Days,9967542792
G-4,150814319,KA01FA2113,G-4/7-All Days,9967541625
366C,150811169,KA01FA0436,366C/2-All Days,9967542198
366R,150810981,KA53F0272,366R/1-All Days,9967541892
600F,150810913,KA53F0248,600F/22-All Days,9967541593
G-4,150813722,KA01F4651,G-4/12-All Days,9967542461
367C,150811657,KA01FA0308,367C/1-All Days,9967542581
365D,150810753,KA01FA1961,365D/12-All Days,9967541693
372B,150813183,KA01FA0464,372B/1-All Days,9967545158
164,150220546,KA01FA0055,164/3-All Days,9987899758
327F,150222412,KA01FA0176,327F/1-All Days,9987889546
243,150814379,KA01FA2232,243/3-All Days,9967547197
96B,150811456,KA01FA0204,96B/3-Week Days,9967547668
252F,150814119,KA01F4910,252F/14-All Days,9967547553
88,150814253,KA01F3741,88/2-Holiday,9967548293
96,150810438,KA01FA0016,96/14-Holiday,9967543730
215NB,150813840,KA01F8598,215NB/1-All Days,9967501751
372H,150813831,KA01F8763,372H/1-All Days,9967550863
215CD,150814546,KA01FA1169,215CD/1-All Days,9967561255
215H,150813537,KA57F1398,215H/3-All Days,9967501082
K-6,150813271,KA57F0659,K-6/9-All Days,9967502150
K-6,150810814,KA57F0694,K-6/3-All Days,9967502686
366AA,150814561,KA53F0059,366AA/1-Week Days,9967550391
364B,150814149,KA57F0920,364B/3-All Days,9967500297
369,150814773,KA57F0722,369/6-All Days,9967454383
215CC,150813880,KA01F3237,215CC/1-All Days,9967483308
356CW,150220082,KA01F9382,356CW/1-All Days,9987899562
KBS-3E,150220875,KA57F0519,KBS-3E/12-All Days,9987898934
365D,150811144,KA01FA0652,365D/4-All Days,9967541349
88E,150812829,KA01F3758,88E/1-All Days,9967547207
366R,150811009,KA01FA0660,366R/2-All Days,9967542751
399F,150810900,KA01FA0766,399F/2-All Days,9967544962
365D,150813497,KA01FA0952,365D/8-All Days,9967541326
365W,150812062,KA01FA1154,365W/1-All Days,9967542179
365B,150811612,KA01F8615,365B/2-All Days,9967544801
353C,150811646,KA01FA0551,353C/1-All Days,9967544506
600F,150810371,KA01FA1987,600F/19-All Days,9967542081
372E,150813822,KA01FA1979,372E/1-All Days,9967545166
365P,150810976,KA01F4865,365P/10-All Days,9967545082
398H,150811045,KA01FA0767,398H/2-All Days,9967541602
343,150810973,KA01FA0839,343/1-All Days,9967541285
366M,150814783,KA01FA0951,366M/2-All Days,9967542450
365N,150812071,KA01FA0332,365N/2-All Days,9967541628
356M,150810237,KA57F0571,356M/3-All Days,9967541582
366G,150811296,KA57F0476,366G/2-All Days,9967542493
365P,150811643,KA57F0570,365P/6-All Days,9967544916
378A,150811606,KA01FA2072,378A/1-All Days,9967542692
365D,150813267,KA01F8848,365D/10-All Days,9967545214
398H,150811395,KA01FA0450,398H/4-All Days,9967541626
361C,150811346,KA01F4358,361C/11-All Days,9967541357
60A,150811435,KA01F9419,60A/6-All Days,9967549842
238,150810359,KA01F9367,238/6-All Days,9967549846
238F,150811522,KA01F3027,238F/1-All Days,9967549840
K-3,150812850,KA01F8976,K-3/9-All Days,9967550934
255N,150812421,KA57F0599,255N/1-All Days,9967549612
G-8,150814015,KA01FA2198,G-8/3-All Days,9967549704
258G,150810419,KA01FA1325,258G/1-All Days,9967549645
256M,150813626,KA01FA2257,256M/1-All Days,9987796250
362K,150811000,KA01FA0522,362K/1-All Days,9967542492
398H,150813519,KA01FA0765,398H/1-All Days,9967549328
BC-3A,150813862,KA01FA1590,BC-3A/2-All Days,9967542114
366,150811415,KA01F4294,366/4-All Days,9987806731
365,150810623,KA01FA1895,365/12-Holiday,9967542294
365E,150813298,KA01FA1436,365E/1-All Days,9987782490
G-4,150814645,KA01FA2219,G-4/10-All Days,9967542738
399F,150814673,KA01FA2007,399F/3-All Days,9987783725
344D,150813458,KA01FA0116,344D/1-All Days,9987783298
366N,150814173,KA01FA1231,366N/1-All Days,9987782973
365P,150813185,KA01FA1517,365P/12-All Days,9967542062
368F,150814283,KA01FA2102,368F/1-All Days,9967542079
G-4,150810665,KA01F4650,G-4/8-All Days,9967542343
398H,150814457,KA01FA0932,398H/3-All Days,9987782722
G-4,150813522,KA01FA2114,G-4/13-All Days,9967549336
365P,150813397,KA01FA0554,365P/3-All Days,9987783146
366W,150812047,KA01F4851,366W/1-All Days,9967541761
366KA,150813128,KA01FA2099,366KA/1-All Days,9987803709
365P,150813317,KA53F0244,365P/2-All Days,9987783471
600FA,150813521,KA01FA0400,600FA/2-All Days,9987783238
500F,150811305,KA01FA0419,500F/2-Week Days,9967499722
378,150813624,KA01FA1963,378/38-All Days,9967472797
342W,150813904,KA01FA0602,342W/1-All Days,9967496510
226N,150813245,KA01F4630,226N/13-All Days,9967548935
63E,150814384,KA01FA2229,63E/1-All Days,9967478373
60C,150811504,KA01F3904,60C/1-All Days,9967500421
87,150813077,KA01F8982,87/4-All Days,9967494134
258Q,150811397,KA01FA2119,258Q/1-All Days,9967549581
365P,150814320,KA53F0254,365P/1-All Days,9967541970
201E,150221217,KA01FA1009,201E/1-All Days,9987899441
240A,150220741,KA01F8805,240A/1-All Days,9987781323
K-2,150219654,KA01F8978,K-2/2-All Days,9987781204
50,150219722,KA01F8723,50/2-All Days,9987782422
K-2,150220824,KA01FA1447,K-2/6-All Days,9987781748
248BA,150222974,KA01FA1192,248BA/3-Week Days,9987782343
410FC,150222912,KA57F1444,410FC/4-All Days,9987780817
60E,150222324,KA01F9397,60E/7-All Days,9987780892
378,150222866,KA01F4765,378/22-All Days,9987781749
VJN:MF-1,150219234,KA57F1447,VJN:MF-1/2-All Days,9987782160
235AA,150222911,KA01F8884,235AA/4-Week Days,9987782346
61E,150220464,KA01F8766,61E/2-Holiday,9987781733
410,150220558,KA01F9449,410/11-All Days,9987781726
AS-6,150219814,KA01FA2354,AS-6/1-All Days,9987781754
58,150222237,KA01F8914,58/2-All Days,9987782347
MF-10,150219835,KA01F8648,MF-10/1-All Days,9987782405
154,150220571,KA01F3634,154/1-Saturday,9987781586
TR-4,150220315,KA01F3448,TR-4/10-All Days,9987781422
143A,150222919,KA01F3799,143A/1-All Days,9987781280
54E,150221416,KA01F3739,54E/1-All Days,9987781456
VJN:MF-1A,150222996,KA57F1479,VJN:MF-1A/1-All Days,9987782305
TR-12,150219878,KA01F8629,TR-12/8-All Days,9987792813
335R,150222075,KA01F8871,335R/1-All Days,9987781698
45G,150220695,KA01FA2386,45G/4-All Days,9987782099
162D,150222893,KA01FA1585,162D/2-Holiday,9987781732
401Y,150813902,KA01FA0717,401Y/1-All Days,9967556830
V-500W,150220002,KA01FA2380,V-500W/2-All Days,8828031303
V-500K,150220608,KA01FA2111,V-500K/20-All Days,8828028680
77E,150218440,KA01FA1170,77E/4-All Days,9987790947
20,150222641,KA01F3939,20/5-Week Days,9987837374
348,150221403,KA01F4780,348/1-All Days,9987839927
401,150813962,KA01FA0291,401/17-Week Days,9967460296
235s,150220446,KA01FA0007,235s/1-Week Days,9987788642
411A,150222821,KA50F0204,411A/1-All Days,9987801735
284G,150813444,KA01FA0086,284G/1-All Days,9967502884
285M,150812937,KA01FA1840,285M/14-All Days,9967502900
401F,150813807,KA01F4620,401F/2-All Days,9967487424
298M,150812871,KA57F0739,298M/12-All Days,9967502709
283D,150813383,KA01FA0610,283D/1-All Days,9967552392
276,150813445,KA01F9524,276/17-All Days,9967561370
290E,150814710,KA01F9371,290E/20-All Days,9967454716
280F,150222612,KA57F0251,280F/2-All Days,9967474165
402D,150814701,KA01F4762,402D/6-All Days,9967483620
401,150221672,KA01F8707,401/14-All Days,9967474214
286D,150810593,KA01F9536,286D/1-All Days,9967487821
291D,150221997,KA57F0590,291D/4-All Days,9967474147
285J,150813069,KA01FA1518,285J/1-All Days,9967491519
285M,150811369,KA57F0741,285M/17-All Days,9967501797
401B,150813928,KA01F9534,401B/9-All Days,9967491486
507D,150219257,KA57F0462,507D/4-All Days,9967473751
282G,150811853,KA01FA1446,282G/1-All Days,9987808870
501A,150811262,KA01FA1444,501A/8-All Days,9967468387
285MA,150814217,KA01FA1558,285MA/5-All Days,9987808571
500D,150811112,KA01F2746,500D/25-All Days,9967546936
G-9A,150813476,KA01FA2196,G-9A/3-All Days,9987808872
402B,150810566,KA50F0012,402B/10-All Days,9967547129
284D,150811020,KA57F1055,284D/8-Week Days,9987809411
297,150814212,KA01FA0126,297/1-All Days,9987808446
281F,150814207,KA01FA0124,281F/1-All Days,9987810442
285P,150814751,KA01FA1605,285P/1-All Days,9967492938
401JC,150813231,KA01F4472,401JC/1-All Days,9967491668
298B,150812717,KA57F1260,298B/2-Holiday,9967467836
288A,150814151,KA57F1019,288A/4-Week Days,9967487362
284E,150811616,KA57F1057,284E/1-Week Days,9967547136
284D,150812059,KA57F1259,284D/1-Holiday,9967468337
280C,150813053,KA01FA1238,280C/1-Holiday,9967493050
501C,150812838,KA01F4535,501C/11-All Days,9967491840
286,150814298,KA57F1050,286/1-All Days,9967488229
288D,150813779,KA57F1132,288D/1-All Days,9967487596
285MC,150814422,KA57F1257,285MC/2-Week Days,9967483210
501C,150814125,KA01F4788,501C/4-All Days,9967495584
285T,150810379,KA53F0148,285T/1-All Days,9967491719
288D,150222847,KA01FA0112,288D/2-Week Days,9967472569
282B,150813028,KA01FA0535,282B/1-All Days,9967487932
402B,150810450,KA57F0922,402B/5-All Days,9967483200
281C,150810966,KA53F0161,281C/1-Week Days,9987809504
289E,150811242,KA50F0011,289E/1-All Days,9987808966
289A,150812555,KA01FA2029,289A/1-Week Days,9967485228
298M,150814117,KA57F0255,298M/7-Week Days,9987808894
285M,150812798,KA01FA1581,285M/1-All Days,9987808626
298M,150813145,KA01F9488,298M/20-All Days,9987809844
289C,150811870,KA01F3981,289C/1-All Days,9987809928
285M,150811752,KA57F0149,285M/8-All Days,9987808890
214D,150813218,KA53F0111,214D/3-All Days,9987796886
299,150814726,KA01FA0697,299/1-All Days,9967558221
290E,150220427,KA01F9464,290E/9-Week Days,9987792690
286D,150222461,KA57F0510,286D/2-All Days,9967472559
288,150813469,KA01F9425,288/2-All Days,9967483092
298M,150810507,KA57F0542,298M/10-All Days,9967552381
298M,150813973,KA01F9519,298M/9-All Days,9967454951
285M,150220251,KA01FA1498,285M/3-All Days,9967456763
298M,150218125,KA57F0178,298M/8-All Days,9967474306
297B,150814585,KA01FA1315,297B/1-All Days,9967501167
501A,150810615,KA01FA1453,501A/10-All Days,9967545142
287L,150814709,KA01FA0254,287L/1-All Days,9967558765
285M,150811222,KA01FA1523,285M/12-All Days,9967471627
276,150814158,KA01F9535,276/13-All Days,9967561652
290E,150221897,KA57F0553,290E/13-All Days,9967474133
401K,150813565,KA57F0168,401K/9-All Days,9967551966
288H,150219272,KA01FA0929,288H/3-All Days,9967472599
285B,150811158,KA01FA0010,285B/1-All Days,9967542029
291L,150814438,KA01FA0088,291L/1-All Days,9967454634
290E,150812055,KA01F9426,290E/27-All Days,9967544951
280A,150811245,KA01F3312,280A/2-All Days,9987808119
401E,150810923,KA01F9454,401E/1-All Days,9987808583
284D,150810253,KA57F0545,284D/6-All Days,9967541510
290E,150811708,KA01F9485,290E/12-All Days,9987809577
291D,150222142,KA57F0548,291D/3-All Days,9967456691
285L,150811613,KA01FA1373,285L/1-All Days,9987809518
298ME,150812222,KA57F1335,298ME/1-All Days,9987808140
290E,150813287,KA01F9490,290E/21-All Days,9987808879
282D,150810612,KA01FA1862,282D/1-Week Days,9987809734
290E,150813141,KA01F9461,290E/26-All Days,9987810330
298M,150810924,KA01F9463,298M/11-All Days,9987808226
290T,150811241,KA53F0127,290T/2-All Days,9987810498
MBS-6,150813154,KA01F4718,MBS-6/1-All Days,9987809850
271E,150810465,KA01FA1790,271E/1-All Days,9987808709
284D,150811784,KA01F4487,284D/2-All Days,9987810183
284D,150811140,KA01F4290,284D/11 -All Days,9967542701
288F,150810826,KA01FA0618,288F/2-Holiday,9987809135
402B,150813031,KA57F0367,402B/6-Holiday,9967493009
401AM,150813872,KA57F0923,401AM/2-All Days,9987808266
282A,150812318,KA01FA0691,282A/1-All Days,9987809895
291D,150810240,KA57F0116,291D/6-All Days,9987809631
285M,150812550,KA01FA1565,285M/13-All Days,9987809510
402D,150810955,KA01F9462,402D/10-All Days,9987809724
290E,150811652,KA57F0595,290E/8-All Days,9987809125
356J,150811668,KA01F9465,356J/3-All Days,9987809729
