Route_No,DEVICE_ID,vehicle_no,schedule_name,SIM_NUMBER
500D,150219120,KA57F0668,500D/58-Holiday,8828028536
SBS-1K,150219121,KA01FA2148,SBS-1K/9-All Days,9987886054
25A,150219125,KA01FA0533,25A/2-All Days,9987799827
500QD,150221551,KA01F8846,500QD/1-All Days,9987882484
401A,150219136,KA57F0754,401A/6-Week Days,9987791757
503A,150219184,KA01F9401,503A/1-All Days,9987853457
KBS-3E,150221544,KA57F1170,KBS-3E/9-All Days,9987839190
502E,150219198,KA01F9478,502E/9-All Days,9987854946
227Y,150221474,KA01FA2384,227Y/2-All Days,8828028632
336A,150221454,KA57F1486,336A/1-All Days,9987866008
276A,150219255,KA01F8847,276A/1-All Days,9987883504
94C,150219294,KA01F8678,94C/2-All Days,9987847523
266N,150219300,KA01FA1830,266N/1-All Days,9987845536
226M,150221436,KA01F8882,226M/1-All Days,8828028634
505E,150221364,KA57F0064,505E/2-All Days,8828028538
143E,150221361,KA01FA0012,143E/2-All Days,9987866963
374M,150219402,KA53F0168,374M/1-All Days,8828028583
G-6,150221321,KA01FA2185,G-6/3-All Days,8828028631
503A,150219481,KA01F9402,503A/2-All Days,9987881747
JPV-129,150219611,KA01FA1544,JPV-129/2-All Days,8828031193
271Q,150219630,KA01F3667,271Q/3-All Days,9987881217
502H,150219631,KA01FA1420,502H/6-All Days,8828028627
166,150222489,KA57F1394,166/4-Week Days,9987811982
227S,150221008,KA01F9017,227S/1-All Days,8828030984
MBS-6,150221013,KA01FA1735,MBS-6/6-Week Days,8828028517
80A,150218495,KA01F3643,80A/16-All Days,9987812907
PK-25,150221022,KA53F0012,PK-25/2-Holiday,9987846914
KIAS-8,150221037,KA57F0134,KIAS-8/11-All Days,8828028669
265,150221042,KA01FA1002,265/11-Week Days,9987881368
314E,150221048,KA01F4550,314E/1-All Days,9987866453
600F,150218531,KA57F0699,600F/35-All Days,9987815070
401M,150221053,KA01F4769,401M/8-All Days,8828028655
V-356,150221056,KA01FA1701,V-356/7-All Days,9987869084
96A,150221068,KA01F9302,96A/1-All Days,9987848369
500D,150222587,KA01F4770,500D/38-All Days,9987814185
V-335E,150221089,KA57F1289,V-335E/36-All Days,9987867506
K-1,150221086,KA01F8977,K-1/2-All Days,9987845578
344C,150218943,KA01FA1317,344C/3-All Days,9987814197
401K,150221097,KA01F9405,401K/42-All Days,9987883892
271R,150221118,KA01F3837,271R/3-All Days,9987882745
171,150219011,KA01F3205,171/7-All Days,9987812656
224C,150221122,KA01FA0309,224C/1-All Days,8828028604
94E,150221131,KA01F3493,94E/2-All Days,9987842652
201J,150221133,KA01F9446,201J/6-All Days,8828028473
401BR,150221187,KA01F9447,401BR/1-All Days,9987848918
378,150221207,KA57F0774,378/26-All Days,8828028642
500KK,150218954,KA01F2682,500KK/4-All Days,9987811251
KIAS-4,150221236,KA57F0331,KIAS-4/4-All Days,9987867268
401K,150221245,KA01F9039,401K/2-All Days,8828030985
143,150218812,KA01F4391,143/6-All Days,9987793411
163C,150218307,KA01F2699,163C/1-All Days,9987793528
144E,150219196,KA01FA0939,144E/3-Holiday,9987805901
TR-3,150219085,KA01FA1239,TR-3/6-All Days,9987793071
362F,150218894,KA57F0581,362F/1-All Days,9987815478
340A,150218909,KA01FA1121,340A/7-Holiday,9987812315
171,150219150,KA01FA1771,171/10-Week Days,9987812069
141B,150218931,KA01FA0750,141B/1-Holiday,9987815080
360K,150218878,KA57F1329,360K/8-All Days,9987815043
KBS-3A,150218361,KA57F1190,KBS-3A/44-All Days,9987815305
170,150222885,KA42F1695,170/3-Week Days,9987792059
222A,150221355,KA01FA1821,222A/15-All Days,9987786729
45G,150220629,KA42F1726,45G/3-Week Days,9987782057
401B,150222033,KA01F4839,401B/6-All Days,9987792808
VJN:MF-1,150221922,KA57F1445,VJN:MF-1/1-All Days,9987792561
45H,150222823,KA01FA1803,45H/2-All Days,9987786962
126A,150222149,KA01F4341,126A/1-All Days,9987792596
342S,150218800,KA01FA1671,342S/1-Holiday,9987812231
401BK,150222965,KA57F0192,401BK/4-Holiday,9987786880
360K,150218574,KA57F0560,360K/2-All Days,9987813643
30E,150222801,KA57F0054,30E/1-Week Days,9987792081
227,150222127,KA01F8866,227/1-Week Days,9987791941
341C,150218672,KA01FA0328,341C/1-All Days,9987816403
144,150222498,KA01F2703,144/3-All Days,9987815880
G-2A,150218734,KA57F0652,G-2A/6-All Days,9987793235
162E,150218273,KA42F1703,162E/1-Holiday,9987810772
342Q,150218756,KA01FA0937,342Q/1-All Days,9987811252
171,150222533,KA01FA1909,171/5-All Days,9987811381
342H,150219016,KA01FA1113,342H/10-Week Days,9987816008
KBS-3A,150218698,KA57F1192,KBS-3A/13-All Days,9987813375
171G,150218854,KA01FA2028,171G/5-Holiday,9987805808
171G,150220593,KA01F4479,171G/1-All Days,9987814722
171,150220346,KA53F0047,171/13-Holiday,9987811596
171G,150218279,KA01FA1805,171G/4-Week Days,9987805927
CS-39,150218613,KA57F0655,CS-39/Holiday,9987793493
356M,150222783,KA42F1687,356M/17-All Days,9987833536
263,150221647,KA53F0246,263/1-All Days,9987807330
253H,150219282,KA01FA1785,253H/1-All Days,9987829705
248N,150221533,KA01F4556,248N/4-All Days,9987785865
248BB,150218295,KA01FA0811,248BB/4-All Days,9987785890
248PS,150218746,KA01FA1994,248PS/1-All Days,9987807501
256C,150218156,KA01FA2226,256C/1-All Days,9987829421
401A,150219212,KA01F8951,401A/17-All Days,9987829229
212D,150221108,KA01F9487,212D/1-All Days,9987783824
248BB,150221423,KA50F0151,248BB/3-All Days,9987828734
211AA,150222333,KA01F4442,211AA/1-All Days,9987785032
G-3,150219869,KA01FA2132,G-3/11-All Days,9987794508
273,150218001,KA01F4486,273/9-All Days,9987793310
501A,150222843,KA01FA1472,501A/25-All Days,9987784502
273C,150218126,KA53F0067,273C/1-Week Days,9987830135
JPV-1,150222039,KA57F0023,JPV-1/6-All Days,9987783775
341B,150220569,KA01F4805,341B/1-All Days,9987795215
507B,150222542,KA53F0088,507B/1-All Days,9987793365
46A,150222233,KA01F3968,46A/2-All Days,9987784372
253P,150218115,KA01FA0289,253P/1-All Days,9987829233
46A,150222147,KA01F3944,46A/1-All Days,9987785313
36,150219908,KA57F0919,36/3-All Days,9987784404
266D,150218291,KA57F0391,266D/1-All Days,9987891179
254A,150220924,KA01F8909,254A/1-All Days,9987794003
176,150220472,KA01F3422,176/3-All Days,9987769622
600CA,150221276,KA57F1129,600CA/2-All Days,9987784240
248BB,150218108,KA57F1017,248BB/5-All Days,9987793325
415,150218581,KA01F3704,415/5-All Days,9987780253
248,150219166,KA57F0298,248/5-All Days,9987785932
415,150218626,KA01F2590,415/2-All Days,9967504959
502E,150221752,KA01F9583,502E/3-All Days,9987785474
500CA,150220712,KA57F0053,500CA/25-Holiday,9987785220
252A,150221843,KA57F0102,252A/14-All Days,9987785469
2E,150222957,KA01F4495,2E/4-All Days,9987785177
502E,150218420,KA01F9582,502E/4-All Days,9987793126
252,150221981,KA57F0071,252/5-All Days,9987829312
500A,150218334,KA01F4544,500A/10-All Days,9967504978
MKT-5H,150220432,KA57F1342,MKT-5H/9-All Days,9987784493
401A,150218056,KA57F0551,401A/8-All Days,9987785923
500Q,150220707,KA01F4566,500Q/13-All Days,9967460269
269,150222600,KA57F0425,269/1-All Days,9987827352
BC-7B,150218287,KA53F0106,BC-7B/7-All Days,9987827198
415F,150221614,KA01F3273,415F/1-All Days,9967505676
254A,150218875,KA57F0390,254A/3-All Days,9987890853
112,150220265,KA01F3868,112/2-All Days,9967503860
306H,150219115,KA01FA0471,306H/1-All Days,9987767448
KBS-3A,150218028,KA57F1194,KBS-3A/22-All Days,9987784764
333,150218163,KA57F0293,333/1-Holiday,9987891759
314A,150222083,KA01FA0744,314A/5-All Days,9987768984
501A,150220259,KA01F4504,501A/16-All Days,9987769050
500F,150219126,KA01FA0722,500F/13-All Days,9987768580
TR-3,150219926,KA01F9456,TR-3/7-All Days,9987891303
287R,150220128,KA01FA1629,287R/1-Week Days,9967503845
KBS-5H,150222824,KA57F1352,KBS-5H/4-All Days,9987784153
PK-139,150222897,KA01FA1737,PK-139/4-Week Days,9967504916
500QK,150219884,KA01FA0502,500QK/6-All Days,9987767342
316N,150218517,KA01FA0967,316N/1-All Days,9987767716
306K,150218938,KA01FA0965,306K/1-All Days,9987767262
KBS-3A,150222048,KA57F1202,KBS-3A/43-All Days,9987784364
316D,150218953,KA01FA0789,316D/1-All Days,9987768798
166,150222631,KA57F0311,166/2-Holiday,9987890262
300E,150222376,KA01FA0524,300E/8-All Days,9987767264
500QK,150219156,KA01FA0501,500QK/3-All Days,9987823451
213K,150218745,KA57F0117,213K/1-All Days,9987891762
306Q,150222045,KA01FA0580,306Q/1-All Days,9987767339
13,150220086,KA01FA0824,13/1-Holiday,9987895387
305G,150221092,KA01FA0816,305G/1-All Days,9987767311
FDR-9,150222224,KA01F4395,FDR-9/1-All Days,9987784519
356,150218934,KA57F1005,356/7-Week Days,9987889770
306M,150222054,KA01FA1183,306M/1-All Days,9987768393
305D,150218969,KA57F0106,305D/7-Week Days,9987891190
500QK,150219105,KA01FA0442,500QK/4-All Days,9987767421
29,150221169,KA57F0263,29/1-Holiday,9987891045
501L,150219614,KA01FA1872,501L/1-Holiday,9967504932
KBS-5H,150218946,KA57F1345,KBS-5H/6-All Days,9987784605
CS-2,150218787,KA57F0276,CS-2/17-All Days,9987889891
304V,150220559,KA01FA1168,304V/1-All Days,9987822904
KBS-13K,150218019,KA01FA0756,KBS-13K/1-All Days,9987767528
301F,150221327,KA01FA0615,301F/2-All Days,9987768504
43A,150222379,KA01F4553,43A/1-Holiday,9987784207
304K,150221637,KA01FA0470,304K/5-All Days,9987767542
210J,150219834,KA01F4437,210J/3-All Days,9987784186
210P,150218306,KA01F4365,210P/14-All Days,9987819467
129,150218332,KA57F0337,129/4-Week Days,9987889363
500AB,150218604,KA01F4569,500AB/8-All Days,9987769079
335E,150218305,KA57F0374,335E/35-Week Days,9987891106
210P,150220710,KA01F3625,210P/8-All Days,9987784943
177,150220480,KA01FA0024,177/1-All Days,9987784069
213Q,150222819,KA01F3990,213Q/1-All Days,9987784604
JPV-11,150220476,KA01F3983,JPV-11/4-All Days,9987784252
287J,150220220,KA57F0952,287J/2-Holiday,9967505848
34,150222253,KA01F2989,34/2-All Days,9987784071
91C,150222811,KA01FA1568,91C/2-All Days,9987783863
TR-3,150218473,KA01FA1003,TR-3/5-All Days,9987812338
500DK,150221621,KA01F4834,500DK/2-Week Days,9987769182
342H,150218895,KA01FA1284,342H/2-All Days,9987811569
JPV-10,150222861,KA01FA1136,JPV-10/3-Holiday,9987784383
500DM,150219668,KA01FA0229,500DM/3-All Days,9967504553
215BA,150220425,KA57F0403,215BA/2-All Days,9967507752
KBS-3A,150222900,KA57F1204,KBS-3A/41-All Days,9987784532
13F,150222858,KA01FA0954,13F/1-All Days,9987783926
MKT-5H,150222139,KA57F1343,MKT-5H/10-All Days,9987784515
MKT-5H,150219901,KA57F1341,MKT-5H/8-All Days,9987783874
KBS-5H,150222841,KA57F1353,KBS-5H/7-All Days,9987785275
114A,150220068,KA01F4872,114A/6-Week Days,9967505321
210E,150220437,KA01F4369,210E/5-All Days,9967506107
288A,150220553,KA01F3515,288A/1-All Days,9987769985
36A,150222114,KA01FA0296,36A/6-All Days,9987783883
415,150220467,KA01F3264,415/4-All Days,9987780115
211N,150222014,KA01FA0342,211N/1-All Days,9987822474
36A,150220518,KA01F3595,36A/2-All Days,9987784956
KBS-3A,150218302,KA57F1201,KBS-3A/18-All Days,9987813742
MKT-5H,150219409,KA57F1373,MKT-5H/11-All Days,9987822113
108B,150219369,KA01F8583,108B/5-Week Days,9967503878
176,150220236,KA57F0825,176/20-All Days,9967504816
265,150221007,KA01FA0069,265/13-All Days,9987780430
500A,150222250,KA01F2752,500A/9-All Days,9987821585
214K,150220787,KA01FA0880,214K/1-All Days,9987784886
362C,150221369,KA01FA2047,362C/2-All Days,9967503305
356CW,150219795,KA57F0477,356CW/16-All Days,9967503742
356M,150220804,KA57F0065,356M/9-All Days,9987795051
360D,150221848,KA01FA0343,360D/2-All Days,9967503981
600F,150218223,KA01F9506,600F/45-All Days,9987795661
356M,150220140,KA57F0683,356M/10-All Days,9987795457
360F,150221249,KA53F0191,360F/1-Holiday,9967503370
G-3,150220999,KA01FA2186,G-3/19-All Days,9967503408
250CA,150218277,KA01FA1653,250CA/1-All Days,9987828891
346CK,150218286,KA57F1086,346CK/1-All Days,9967503227
500H,150219331,KA01F3687,500H/1-All Days,9967504126
362C,150219372,KA01FA1721,362C/5-All Days,9967504151
362CA,150220202,KA01FA1962,362CA/2-All Days,9987794510
G-3,150220535,KA01FA2147,G-3/10-All Days,9987807069
347L,150221292,KA01F8631,347L/1-All Days,9987794480
346T,150220166,KA01FA1506,346T/1-All Days,9967503417
G-3,150219289,KA01F4331,G-3/21-All Days,9987794475
G-3,150221317,KA01FA2223,G-3/17-All Days,9967503595
600F,150220146,KA01F4796,600F/9-All Days,9987795875
KBS-3A,150219953,KA57F1220,KBS-3A/32-All Days,9967503724
G-3,150221263,KA01FA2208,G-3/18-All Days,9987803554
KBS-3A,150220299,KA57F1221,KBS-3A/35-All Days,9967503392
G-3,150221534,KA01FA2227,G-3/16-All Days,9987795529
KBS-3A,150220244,KA57F1219,KBS-3A/31-All Days,9967504162
KBS-3C,150220011,KA57F1218,KBS-3C/6-All Days,9987794425
346K,150219302,KA01FA1375,346K/1-All Days,9967503725
346G,150220985,KA01F8584,346G/1-All Days,9967503293
346N,150221195,KA01FA1726,346N/1-All Days,9967503406
355A,150222238,KA01F8715,355A/1-All Days,9987795824
359,150218328,KA01FA2163,359/1-All Days,9987795808
378,150220613,KA01FA1998,378/4-All Days,9987794396
600F,150220723,KA01F8880,600F/16-All Days,9987795827
KBS-3C,150221576,KA57F1227,KBS-3C/1-All Days,9967503908
KBS-3A,150220193,KA57F1223,KBS-3A/15-All Days,9967503935
KBS-3E,150219213,KA57F1212,KBS-3E/1-All Days,9967503971
KBS-3E,150221866,KA57F1215,KBS-3E/7-All Days,9967503911
KBS-3E,150220983,KA57F1213,KBS-3E/3-All Days,9967503826
43,150220720,KA57F0463,43/2-Week Days,9987783834
TR-12A,150218250,KA01FA0068,TR-12A/1-All Days,9987784408
373E,150220441,KA57F1130,373E/1-Week Days,9987817798
43,150222844,KA01FA1319,43/1-All Days,9987784129
215B,150218227,KA57F0383,215B/3-All Days,9987821092
PK-11,150222274,KA01F9537,PK-11/3-All Days,9987822338
346CK,150221159,KA01F9431,346CK/2-All Days,9987795691
507PS,150219706,KA57F1079,507PS/4-All Days,9987820128
12B,150222909,KA01F3979,12B/5-Holiday,9967508452
KBS-3A,150220339,KA01F9414,KBS-3A/48-All Days,9967503813
502H,150221505,KA57F0954,502H/5-All Days,9987818346
KBS-3A,150220590,KA01F8935,KBS-3A/49-All Days,9967503260
43C,150219692,KA01F2620,43C/1-All Days,9967506753
378,150222099,KA01FA0078,378/37-Week-End,9987795304
KBS-5H,150220670,KA57F1340,KBS-5H/8-All Days,9967508414
KBS-3A,150220080,KA57F1217,KBS-3A/27-All Days,9967504160
201,150222285,KA57F0727,201/20-All Days,9987784763
201H,150222080,KA53F0121,201H/2-Holiday,9987784637
15A,150220585,KA01F3303,15A/5-All Days,9987821128
502HB,150221151,KA01FA1586,502HB/1-All Days,9987793147
248,150221542,KA01FA1259,248/25-All Days,9987828574
201,150219253,KA57F0516,201/27-Week Days,9967505904
356CK,150221114,KA01F9393,356CK/3-All Days,9967503719
600F,150220743,KA57F0398,600F/4-All Days,9987794423
TR6,150222339,KA57F0724,TR6/3-All Days,9987784789
264A,150221747,KA01F4390,264A/4-All Days,9987785981
G-3A,150220237,KA01F4667,G-3A/4-All Days,9987795205
600CF,150222087,KA53F0119,600CF/5-All Days,9967509424
356M,150220235,KA57F0285,356M/8-All Days,9967503894
356EW,150220615,KA57F0179,356EW/2-All Days,9967504035
356CK,150220264,KA01F9394,356CK/4-All Days,9967503771
356CW,150220249,KA01F9413,356CW/9-All Days,9967503943
211G,150220454,KA01FA1389,211G/1-All Days,9987822172
250AD,150222476,KA01FA0109,250AD/3-All Days,9987830910
501,150222023,KA01F3648,501/8-All Days,9987784122
600CF,150222173,KA57F0999,600CF/7-All Days,9967508611
250P,150221742,KA01F3707,250P/5-All Days,9987793136
213M,150222259,KA01FA0210,213M/1-All Days,9987784873
252E,150219474,KA01FA0122,252E/1-All Days,9987827303
45B,150222839,KA01F4352,45B/3-All Days,9967509531
201J,150222111,KA01FA1508,201J/11-Holiday,9967505928
210P,150220436,KA01FA1655,210P/9-All Days,9967510564
211DA,150222808,KA01FA0172,211DA/1-All Days,9967506248
270HA,150222037,KA01F4616,270HA/2-All Days,9987819068
265,150218392,KA57F0148,265/2-All Days,9987819062
214A,150222093,KA01FA0693,214A/1-All Days,9967509527
401AF,150219718,KA01F8735,401AF/5-All Days,9987819232
345A,150220079,KA01F3992,345A/1-All Days,9967502964
213F,150222834,KA01FA0321,213F/1-All Days,9987783772
212,150220633,KA01FA0147,212/1-All Days,9967509383
500DH,150218285,KA01F8851,500DH/3-All Days,9967503807
356CW,150220937,KA01FA0085,356CW/13-All Days,9967502966
265,150222091,KA57F1080,265/6-All Days,9987818240
410FA,150220305,KA57F0953,410FA/13-All Days,9987820971
15E,150222959,KA01F4753,15E/2-All Days,9987784147
340K,150221585,KA50F0059,340K/1-All Days,9967503709
501A,150222096,KA01FA1587,501A/5-All Days,9967505939
347D,150222329,KA01F3587,347D/1-All Days,9987794953
TR12A,150219724,KA01F3359,TR12A/2-All Days,9967506118
265D,150219827,KA57F0671,265D/1-Holiday,9987818355
248B,150219554,KA01F4508,248B/2-All Days,9987833554
273C,150222724,KA01F8752,273C/9-All Days,9987793498
348E,150219902,KA53F0192,348E/1-Week Days,9987795167
293M,150220622,KA01F8870,293M/1-All Days,9987796117
300,150219960,KA01F8886,300/1-All Days,9987805045
291G,150220218,KA53F0126,291G/3-Holiday,9987794281
290F,150220019,KA57F0689,290F/6-Holiday,9987803967
293H,150220327,KA57F0731,293H/1-All Days,9987795322
G-11,150219807,KA57F1327,G-11/7-All Days,9987795953
296M,150220686,KA01F8906,296M/1-All Days,9987803622
507DY,150222000,KA01F4660,507DY/4-All Days,9987796152
500BA,150219813,KA57F0559,500BA/2-All Days,9987806977
K-6,150220474,KA01F8893,K-6/4-All Days,9987795958
300E,150220690,KA53F0157,300E/11-Week Days,9987806897
500D,150219825,KA53F0022,500D/1-Holiday,9987794768
356G,150221295,KA53F0032,356G/1-All Days,9987794893
500D,150222076,KA53F0021,500D/2-All Days,9987803254
291H,150219800,KA57F0703,291H/7-Week Days,9987794797
296V,150221720,KA57F0691,296V/1-Week Days,9987806413
302,150220319,KA01F8916,302/5-All Days,9987803204
500D,150220788,KA01F8905,500D/54-All Days,9987803245
296D,150220460,KA01F8948,296D/1-All Days,9987795163
293S,150220550,KA01F8873,293S/2-All Days,9987794739
300B,150220469,KA01F8961,300B/1-All Days,9987805427
296B,150220421,KA01F8902,296B/1-All Days,9987806847
302B,150221451,KA01F4695,302B/2-All Days,9987806643
302E,150220537,KA01F8959,302E/1-All Days,9987795314
302B,150220659,KA57F1315,302B/1-Week Days,9987805135
356CW,150220000,KA01F8933,356CW/6-All Days,9987794936
TR-7,150219112,KA01FA1643,TR-7/4-All Days,8828031185
MF-7,150218225,KA01FA1432,MF-7/3-All Days,8828031197
314A,150222709,KA01F3638,314A/1-All Days,8828031217
333F,150220365,KA57F0004,333F/2-All Days,8828031220
500D,150219117,KA01F3688,500D/18-All Days,8828028465
314F,150219157,KA01F9374,314F/1-All Days,8828028483
334E,150221537,KA01F3901,334E/9-All Days,8828028491
314P,150218978,KA01F3586,314P/2-All Days,8828028492
314C,150221443,KA01FA0503,314C/1-Holiday,8828028507
500QK,150221402,KA01FA0993,500QK/2-Holiday,8828028516
334E,150220796,KA01FA1779,334E/1-All Days,8828028519
138,150219237,KA01F4860,138/7-All Days,8828028524
401K,150219627,KA01F4689,401K/24-All Days,8828028544
228,150220283,KA01FA0955,228/1-All Days,8828028545
401K,150221179,KA01F4764,401K/36-All Days,8828028549
401M,150221201,KA01F4706,401M/22-All Days,8828028552
221,150220241,KA01F4416,221/1-All Days,8828028568
131,150219287,KA01FA1644,131/7-All Days,8828028572
222A,150221547,KA57F0427,222A/13-Week Days,8828028576
401M,150220330,KA01F4716,401M/7-All Days,8828028578
231F,150221468,KA01FA0492,231F/1-All Days,8828028592
401KB,150221444,KA01F8674,401KB/10-Week Days,8828028605
144K,150221023,KA01FA0092,144K/1-All Days,8828028613
228G,150220070,KA01FA0913,228G/1-All Days,8828028618
222,150221641,KA01FA0335,222/1-All Days,8828028621
401M,150218213,KA01F4720,401M/19-All Days,8828028644
502A,150218221,KA01F4699,502A/4-All Days,8828028646
228E,150221673,KA53F0196,228E/1-All Days,8828028654
226MB,150219575,KA01F9015,226MB/1-All Days,8828028677
231,150220392,KA01FA1792,231/1-All Days,8828030989
502A,150220508,KA01F8896,502A/2-All Days,8828028717
228B,150219853,KA57F1265,228B/1-All Days,8828031063
V-411GT,150221876,KA57F1278,V-411GT/2-Holiday,8828031076
226N,150218129,KA50F0107,226N/12-Week Days,8828031084
77,150220927,KA01F3316,77/4-All Days,9987884390
K-2,150220936,KA01F9020,K-2/5-All Days,9987884385
PHS-29,150218711,KA01FA2248,PHS-29/All Days,9987884364
271Q,150221071,KA01F3288,271Q/2-All Days,9987884353
275B,150221701,KA01F2966,275B/4-All Days,9987884197
401RF,150222393,KA01F9439,401RF/1-All Days,9987884162
82C,150218004,KA01FA1733,82C/3-Holiday,9987884014
TR-2,150221149,KA01F9380,TR-2/5-All Days,9987883707
77B,150221293,KA01FA2191,77B/3-All Days,9987883407
89A,150221215,KA01FA2376,89A/3-All Days,9987883397
500Q,150219312,KA01F8849,500Q/9-All Days,9987883371
279A,150219195,KA01FA2080,279A/4-Holiday,9987883205
96E,150221334,KA42F1730,96E/4-Week Days,9987883115
401,150221193,KA01FA1829,401/1-All Days,9987882816
401M,150220143,KA57F0228,401M/5-All Days,9987882441
276,150220290,KA01F9359,276/9-All Days,9987882382
80A,150222610,KA57F0056,80A/14-Holiday,9987882303
181,150220852,KA01FA1772,181/1-Week Days,9987882185
82A,150222733,KA01F3421,82A/1-All Days,9987882184
401M,150220956,KA01F3115,401M/34-All Days,9987882104
80F,150221979,KA01F8724,80F/3-All Days,9987881920
276E,150220821,KA01FA2244,276E/1-All Days,9987881840
77E,150219633,KA01F9579,77E/1-All Days,9987881716
401B,150221125,KA01F9430,401B/11-All Days,9987881657
89B,150221156,KA01FA2355,89B/1-All Days,9987881398
401F,150221112,KA01F3065,401F/2-All Days,9987881381
MBS-17,150221030,KA01F4335,MBS-17/4-Holiday,9987881359
80F,150220815,KA01F8664,80F/6-All Days,9987880944
PHS-27,150220228,KA42F1690,PHS-27/Week Days,9987899794
360K,150221521,KA01F4633,360K/12-All Days,9987899734
27E,150220169,KA01FA0858,27E/3-All Days,9987899652
G-3A,150219242,KA01FA2254,G-3A/2-All Days,9987899558
266,150220564,KA57F0415,266/2-All Days,9987899307
348J,150221450,KA01FA0485,348J/2-All Days,9987898654
34S,150219322,KA01F4420,34S/1-All Days,9987898627
107C,150219017,KA01FA0882,107C/2-Week Days,9987898395
250AD,150220935,KA01F4904,250AD/1-All Days,9987833295
275C,150221952,KA01FA1837,275C/3-Week Days,9987833149
252,150222570,KA53F0145,252/13-All Days,9987833094
258C,150221793,KA01FA0310,258C/8-All Days,9987832989
252F,150220965,KA01FA0673,252F/4-All Days,9987832746
273C,150222689,KA01F4371,273C/8-All Days,9987832712
250M,150218518,KA57F0060,250M/1-All Days,9987786858
BIG B-3,150219785,KA01F4563,BIG B-3/3-All Days,9987832242
252A,150218647,KA01FA0867,252A/10-Holiday,9987832038
502H,150218725,KA01FA0912,502H/11-All Days,9987831312
259B,150221599,KA57F1016,259B/1-All Days,9987831074
AS-7,150219018,KA01F3879,AS-7/1-All Days,9987831070
246,150220869,KA53F0105,246/1-All Days,9987831041
273B,150222571,KA53F0075,273B/1-All Days,9987831032
251M,150221926,KA01FA0698,251M/1-All Days,9987830977
263E,150222790,KA01FA0573,263E/1-All Days,9987830962
252,150219293,KA53F0107,252/2-Holiday,9987830581
248,150221986,KA53F0091,248/26-All Days,9987830562
253G,150219416,KA01FA0690,253G/1-All Days,9987830515
507,150222490,KA53F0096,507/8-All Days,9987830080
243,150221017,KA01F3590,243/4-All Days,9987829565
401A,150222487,KA53F0156,401A/5-Holiday,9987829336
252,150218979,KA57F0058,252/11-All Days,9987828861
270,150218694,KA01F8881,270/3-All Days,9987828815
507C,150221953,KA01F2826,507C/6-All Days,9987828457
250AB,150221778,KA01F3585,250AB/3-All Days,9987828453
502H,150220807,KA01FA1714,502H/7-All Days,9987828303
253W,150221679,KA01FA2374,253W/1-All Days,9987827501
507C,150218007,KA01F4712,507C/3-All Days,9987827232
507B,150222613,KA01F4385,507B/4-All Days,9987827138
271C,150222932,KA01F3743,271C/2-All Days,9987879258
TR-12,150222382,KA01F3757,TR-12/14-All Days,9987879202
401,150218103,KA53F0182,401/16-All Days,9987877996
271Q,150220864,KA01F3217,271Q/1-All Days,9987877194
271R,150221563,KA01F3798,271R/1-All Days,9987876675
80A,150222414,KA01F3153,80A/5-All Days,9987876589
278,150219297,KA01F3792,278/2-All Days,9987876544
271P,150219333,KA01F3292,271P/1-All Days,9987876536
279E,150221424,KA01F3172,279E/2-All Days,9987876507
82AR,150218861,KA01F3157,82AR/3-All Days,9987876439
77E,150221378,KA01F2638,77E/2-All Days,9987876346
V-600K,150220489,KA01FA1534,V-600K/5-Week Days,9987869506
V-335E,150221141,KA57F1290,V-335E/39-All Days,9987867397
201,150219871,KA57F0505,201/4-All Days,9987866804
80A,150219180,KA53F0008,80A/13-All Days,9987866169
21,150218294,KA01F9467,21/3-All Days,9987826540
29,150218403,KA57F108,29/3-All Days,9987826361
PHS-3,150222687,KA01FA1193,PHS-3/1-All Days,9987826268
2D,150222100,KA01F4707,2D/4-All Days,9987826030
500A,150220525,KA01F8830,500A/12-All Days,9987826019
210Q,150220006,KA01F4820,210Q/3-All Days,9987825698
18,150219899,KA01F9505,18/4-Holiday,9987825688
15A,150220598,KA57F1319,15A/2-Week Days,9987825316
25A,150222881,KA01F4438,25A/1-All Days,9987825243
25N,150222013,KA01F3526,25N/1-All Days,9987825135
215HC,150220137,KA01F3937,215HC/1-All Days,9987825113
K-3,150220679,KA01FA1330,K-3/3-All Days,9987825056
500A,150222907,KA01FA1423,500A/18-All Days,9987825042
279J,150222804,KA57F0977,279J/1-Holiday,9987824946
215N,150218933,KA01F8877,215N/1-All Days,9987824649
15E,150218323,KA01F8706,15E/4-All Days,9987824413
23,150218959,KA57F0979,23/1-Week Days,9987823931
15A,150222198,KA01FA1197,15A/6-Holiday,9987823812
25G,150218447,KA01F4892,25G/3-All Days,9987823646
600CA,150218695,KA57F475,600CA/3-All Days,9987823488
25G,150219462,KA01F8890,25G/4-All Days,9987823453
201MD,150222021,KA57F0379,201MD/5-Holiday,9987823452
500D,150222011,KA01F8675,500D/55-All Days,9987823145
600C,150222154,KA57F441,600C/10-All Days,9987823128
PHS-41,150222594,KA01FA1917,PHS-41/1-Holiday,9987823084
29E,150222386,KA01FA1591,29E/1-All Days,9987823051
25E,150221012,KA57F0351,25E/3-Week Days,9987822983
500QG,150218999,KA01FA0807,500QG/3-All Days,9987822774
600CF,150222218,KA57F0950,600CF/2-All Days,9987822723
129,150220713,KA01FA1271,129/6-All Days,9987896008
129,150221257,KA57F0230,129/1-Holiday,9987865709
215Y,150220806,KA01FA1270,215Y/1-All Days,9987865610
